address,price,options,price_m2
"SQN 110 Bloco J, ASA NORTE, BRASILIA",2.990.000,"['Venda Apartamento 238 m²', '4 Quartos', '3 Suítes', '2 Vagas']",12.563
"QE 26, GUARA II, GUARA",1.050.000,"['Venda Casa 236 m²', '5 Quartos', '2 Suítes', '4 Vagas']",4.449
"Rua 8, VICENTE PIRES, VICENTE PIRES",550.000,"['Venda Casa Condominio 200 m²', '3 Quartos', '4 Vagas']",2.750
"Rua 1, VICENTE PIRES, VICENTE PIRES",1.290.000,"['Venda Casa Condominio 300 m²', '3 Quartos', '3 Suítes', '3 Vagas']",4.300
"Chacará 38, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",800.000,"['Venda Casa 411 m²', '3 Quartos', '1 Suíte', '6 Vagas']",1.946
"SQNW 107 Bloco H, NOROESTE, BRASILIA",1.047.094,"['Venda Apartamento 73 m²', '2 Quartos', '1 Suíte', '2 Vagas']",14.300
"QMSW 5, SUDOESTE, BRASILIA",300.000,"['Venda Kitnet 32 m²', '1 Quarto']",9.375
"Rua BURITI, SUL, AGUAS CLARAS",700.000,"['Venda Apartamento 87 m²', '3 Quartos', '1 Suíte', '1 Vaga']",8.045
"Rua 4A, VICENTE PIRES, VICENTE PIRES",990.000,"['Venda Casa 400 m²', '4 Quartos', '2 Suítes', '3 Vagas']",2.475
"Rua 3 Chacará 44, VICENTE PIRES, VICENTE PIRES",1.350.000,"['Venda Casa Condominio 340 m²', '4 Quartos', '4 Suítes']",3.970
"Rua 8, VICENTE PIRES, VICENTE PIRES",1.350.000,"['Venda Casa 280 m²', '4 Quartos', '2 Suítes', '4 Vagas']",4.821
"SHIN QL 1, LAGO NORTE, BRASILIA",2.400.000,"['Venda Casa 400 m²', '5 Quartos', '5 Suítes', '5 Vagas']",6.000
"Rua 13, NORTE, AGUAS CLARAS",530.000,"['Venda Apartamento 73 m²', '3 Quartos', '2 Suítes', '1 Vaga']",7.260
"QSC 7, TAGUATINGA SUL, TAGUATINGA",950.000,"['Venda Casa 449 m²', '5 Quartos', '2 Suítes', '4 Vagas']",2.115
"Condomínio Vivendas Bela Vista, GRANDE COLORADO, SOBRADINHO",1.299.000,"['Venda Casa Condominio 380 m²', '3 Quartos', '3 Suítes', '4 Vagas']",3.418
"Cond Resid Nosso Lar Porto Seguro Trecho 13, LAGO NORTE, BRASILIA",1.950.000,"['Venda Casa Condominio 400 m²', '4 Quartos', '3 Suítes', '3 Vagas']",4.875
"Condomínio Jardim Botânico V, JARDIM BOTANICO, BRASILIA",750.000,"['Venda Casa Condominio 216 m²', '3 Quartos', '1 Suíte', '2 Vagas']",3.472
"SHN Quadra 5, ASA NORTE, BRASILIA",380.000,"['Venda Apartamento 43 m²', '1 Quarto']",8.837
"Quadra 307, RECANTO DAS EMAS, RECANTO DAS EMAS",360.000,"['Venda Casa 150 m²', '3 Quartos', '1 Suíte', '4 Vagas']",2.400
"SQS 309 Bloco K, ASA SUL, BRASILIA",1.200.000,"['Venda Apartamento 84 m²', '3 Quartos', '1 Vaga']",14.285
"QE 26, GUARA II, GUARA",620.000,"['Venda Casa 88 m²', '3 Quartos', '3 Vagas']",7.045
"SHIGS 715, ASA SUL, BRASILIA",2.390.000,"['Venda Casa 360 m²', '3 Quartos', '3 Suítes', '4 Vagas']",6.638
"CONDOMINIO OURO VERMELHO I, JARDIM BOTANICO, BRASILIA",1.250.000,"['Venda Casa Condominio 450 m²', '4 Quartos', '4 Vagas']",2.777
"SHIN QL 7 Conjunto 2, LAGO NORTE, BRASILIA",5.000.000,"['Venda Casa 980 m²', '4 Quartos', '4 Suítes', '3 Vagas']",5.102
"Rua 4B Chacará 286, VICENTE PIRES, VICENTE PIRES",760.000,"['Venda Casa 150 m²', '3 Quartos', '4 Vagas']",5.066
"QNL 19, TAGUATINGA NORTE, TAGUATINGA",450.000,"['Venda Casa Condominio 150 m²', '4 Quartos', '1 Suíte', '3 Vagas']",3.000
"Condomínio Quintas Itaipú, JARDIM BOTANICO, BRASILIA",650.000,"['Venda Casa Condominio 155 m²', '3 Quartos', '1 Suíte', '2 Vagas']",4.193
"Condomínio Jardim Europa I, GRANDE COLORADO, SOBRADINHO",498.000,['Venda Lote/Terreno 350 m²'],0
"CLN 407, ASA NORTE, BRASILIA",450.000,['Venda Loja 68 m²'],6.617
"Quadra 103, NORTE, AGUAS CLARAS",490.000,"['Venda Apartamento 65 m²', '2 Quartos', '1 Vaga']",7.538
"Condomínio Prive Morada Sul Etapa C, JARDIM BOTANICO, BRASILIA",1.790.000,"['Venda Casa Condominio 530 m²', '4 Quartos', '4 Suítes', '3 Vagas']",3.377
"Area Especial 04 Lotes E F, GUARA II, GUARA",469.092,"['Venda Apartamento 56 m²', '2 Quartos', '1 Suíte', '2 Vagas']",8.267
"Avenida das Castanheiras, NORTE, AGUAS CLARAS",420.000,"['Venda Apartamento 45 m²', '2 Quartos', '1 Vaga']",9.333
"RODOVIA DF 0150 KM 05, SETOR HABITACIONAL CONTAGEM, SOBRADINHO",820.000,"['Venda Casa Condominio 348 m²', '5 Quartos', '4 Suítes']",2.356
"SQS 312, ASA SUL, BRASILIA",1.850.000,"['Venda Apartamento 174 m²', '3 Quartos', '1 Suíte', '1 Vaga']",10.632
"RODOVIA BR 0020 KM 12,5, ALTO DA BOA VISTA, SOBRADINHO",1.250.000,"['Venda Casa Condominio 272 m²', '5 Quartos', '1 Suíte', '2 Vagas']",4.595
"SGCV Lote 30, PARK SUL, BRASILIA",1.020.000,"['Venda Apartamento 79 m²', '3 Quartos', '1 Suíte', '2 Vagas']",12.911
"SGCV, PARK SUL, BRASILIA",318.000,"['Venda Kitnet 36 m²', '1 Quarto', '1 Vaga']",8.833
"ADE Conjunto 13, ADE, AGUAS CLARAS",280.000,['Venda Galpão 130 m²'],2.153
"SMPW Quadra 28 Conjunto 3, PARK WAY, BRASILIA",3.750.000,['Venda Lote/Terreno 20000 m²'],187
"SMPW Quadra 13, PARK WAY, BRASILIA",3.090.000,"['Venda Casa 740 m²', '5 Quartos', '3 Suítes', '4 Vagas']",4.175
"Condomínio Solar da Serra, JARDIM BOTANICO, BRASILIA",1.150.000,"['Venda Casa Condominio 245 m²', '3 Quartos', '1 Suíte', '2 Vagas']",4.693
"SOPI Conjunto C, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",890.000,"['Venda Casa Condominio 320 m²', '4 Quartos', '4 Suítes', '3 Vagas']",2.781
"SQNW 106, NOROESTE, BRASILIA",1.870.000,"['Venda Apartamento 143 m²', '4 Quartos', '2 Suítes', '3 Vagas']",13.076
"SQNW 302 Bloco E, NOROESTE, BRASILIA",1.907.624,"['Venda Apartamento 132 m²', '3 Quartos', '3 Suítes', '2 Vagas']",14.439
"SMPW Quadra 3 Conjunto 1, PARK WAY, BRASILIA",2.400.000,"['Venda Casa 400 m²', '4 Quartos', '4 Suítes', '4 Vagas']",6.000
"SQNW 108, NOROESTE, BRASILIA",5.460.000,"['Venda Apartamento 520 m²', '4 Quartos', '4 Suítes', '4 Vagas']",10.500
"SQS 308, ASA SUL, BRASILIA",2.000.000,"['Venda Apartamento 160 m²', '3 Quartos', '1 Suíte', '1 Vaga']",12.500
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",395.000,"['Venda Apartamento 70 m²', '3 Quartos', '1 Suíte', '1 Vaga']",5.642
"SMPW Quadra 13 Conjunto 7, PARK WAY, BRASILIA",2.930.000,"['Venda Casa Condominio 680 m²', '5 Quartos', '3 Suítes', '6 Vagas']",4.308
"QNN 11, CEILANDIA NORTE, CEILANDIA",220.000,"['Venda Apartamento 65 m²', '2 Quartos', '1 Vaga']",3.384
"Rua 25, SUL, AGUAS CLARAS",315.000,"['Venda Apartamento 41 m²', '1 Quarto', '1 Vaga']",7.682
"SQNW 305 Bloco A, NOROESTE, BRASILIA",1.150.000,"['Venda Apartamento 80 m²', '2 Quartos', '1 Suíte', '2 Vagas']",14.375
"QC 11 Rua C, JARDINS MANGUEIRAL, BRASILIA",480.000,"['Venda Casa Condominio 90 m²', '3 Quartos', '1 Suíte', '2 Vagas']",5.333
"QN 120 Conjunto 1, SAMAMBAIA SUL, SAMAMBAIA",213.000,"['Venda Apartamento 58 m²', '2 Quartos']",3.672
"Rua 25, SUL, AGUAS CLARAS",319.000,"['Venda Apartamento 41 m²', '1 Quarto', '1 Vaga']",7.780
"SCES Trecho 2, ASA SUL, BRASILIA",7.000.000,['Venda Lote/Terreno 788 m²'],8.883
"COPAIBA 1, NORTE, AGUAS CLARAS",350.000,"['Venda Apartamento 44 m²', '1 Quarto', '1 Suíte', '1 Vaga']",7.954
"Rua DAS PITANGUEIRAS, SUL, AGUAS CLARAS",600.000,"['Venda Apartamento 79 m²', '2 Quartos', '1 Suíte', '1 Vaga']",7.594
"SHIS QI 21, LAGO SUL, BRASILIA",15.000.000,"['Venda Casa 1700 m²', '5 Quartos', '5 Suítes', '8 Vagas']",8.823
"SMHN Quadra 2 Bloco B, ASA NORTE, BRASILIA",390.000,['Venda Sala 34 m²'],11.460
"SHA Conjunto 4, ARNIQUEIRAS, AGUAS CLARAS",790.000,"['Venda Casa Condominio 316 m²', '4 Quartos', '3 Suítes', '6 Vagas']",2.500
"Quadra 8, SETOR INDUSTRIAL, CEILANDIA",190.000,['Venda Lote/Terreno 320 m²'],593
"SMPW Quadra 5, PARK WAY, BRASILIA",4.100.000,"['Venda Casa 650 m²', '4 Quartos', '2 Suítes']",6.307
"SHIS QL 28 Conjunto 9, LAGO SUL, BRASILIA",2.600.000,['Venda Lote/Terreno 1313 m²'],1.980
"DF140 KM 11, JARDIM BOTANICO, BRASILIA",165.000,['Venda Lote/Terreno 20000 m²'],8
"SHIS QI 11, LAGO SUL, BRASILIA",5.900.000,"['Venda Casa 500 m²', '4 Quartos', '4 Suítes', '6 Vagas']",11.800
"QND 8, TAGUATINGA NORTE, TAGUATINGA",780.000,"['Venda Casa 300 m²', '3 Quartos', '1 Suíte', '6 Vagas']",2.600
"SQS 412 Bloco N, ASA SUL, BRASILIA",380.000,"['Venda Apartamento 50 m²', '2 Quartos']",7.600
"Rua 10 Chacará 178, VICENTE PIRES, VICENTE PIRES",1.790.000,"['Venda Casa Condominio 408 m²', '3 Suítes', '3 Vagas']",4.387
"SHA Conjunto 5 Chacará 19, ARNIQUEIRAS, AGUAS CLARAS",750.000,"['Venda Casa Condominio 180 m²', '3 Quartos', '3 Suítes', '2 Vagas']",4.166
"CSB 8, TAGUATINGA SUL, TAGUATINGA",195.000,"['Venda Apartamento 35 m²', '1 Quarto', '1 Vaga']",5.549
"EPTG QE 1 Conjunto B, QUADRAS ECONOMICAS LUCIO COSTA, GUARA",290.000,"['Venda Apartamento 55 m²', '2 Quartos', '2 Vagas']",5.272
"SMPW Quadra 26, PARK WAY, BRASILIA",2.480.000,"['Venda Casa 478 m²', '4 Quartos', '2 Suítes', '4 Vagas']",5.188
"SHS Quadra 6, ASA SUL, BRASILIA",410.000,"['Venda Apartamento 41 m²', '1 Quarto']",10.000
"SHA Conjunto 4 Chacará 14, ARNIQUEIRAS, AGUAS CLARAS",1.250.000,"['Venda Casa Condominio 600 m²', '4 Quartos', '2 Suítes', '2 Vagas']",2.083
"SQNW 311 Bloco H, NOROESTE, BRASILIA",1.405.500,"['Venda Apartamento 103 m²', '3 Quartos', '1 Suíte', '2 Vagas']",13.613
"SAM, PARK SUL, BRASILIA",50.000,"['Venda Garagem 12 m²', '1 Vaga']",4.166
"QSD 19, TAGUATINGA SUL, TAGUATINGA",650.000,"['Venda Casa 250 m²', '4 Quartos', '3 Suítes', '4 Vagas']",2.600
"Quadra 302 Conjunto 3, SAMAMBAIA SUL, SAMAMBAIA",360.000,"['Venda Apartamento 70 m²', '3 Quartos', '1 Suíte', '2 Vagas']",5.142
"SHN Quadra 1, ASA NORTE, BRASILIA",340.000,"['Venda Hotel Flat 31 m²', '1 Quarto']",10.967
"Ponte Alta de Cima, SETOR OESTE, GAMA",950.000,"['Venda Casa Condominio 300 m²', '3 Quartos', '3 Suítes']",3.166
"Quadra 105, NORTE, AGUAS CLARAS",1.600.000,"['Venda Apartamento 180 m²', '3 Quartos', '3 Suítes', '2 Vagas']",8.888
"CNB 12 Lote 02, TAGUATINGA NORTE, TAGUATINGA",489.900,"['Venda Apartamento 97 m²', '3 Quartos', '1 Vaga']",5.025
"SHN Quadra 5, ASA NORTE, BRASILIA",260.000,"['Venda Hotel Flat 37 m²', '1 Quarto', '1 Suíte']",7.027
"SHIN QI 7, LAGO NORTE, BRASILIA",2.962.500,"['Venda Casa 350 m²', '4 Quartos', '4 Suítes', '2 Vagas']",8.464
"Condomínio Solar de Brasília, JARDIM BOTANICO, BRASILIA",1.500.000,"['Venda Casa Condominio 270 m²', '3 Quartos', '2 Suítes', '2 Vagas']",5.555
"QSF 8, TAGUATINGA SUL, TAGUATINGA",1.200.000,['Venda Prédio 280 m²'],4.285
"SMPW Quadra 13, PARK WAY, BRASILIA",2.650.000,"['Venda Casa Condominio 800 m²', '4 Quartos', '4 Suítes', '5 Vagas']",3.312
"SHIN QL 9 Conjunto 1, LAGO NORTE, BRASILIA",9.000.000,"['Venda Casa 800 m²', '4 Quartos', '4 Suítes', '5 Vagas']",11.250
"SQNW 304 Bloco E, NOROESTE, BRASILIA",2.680.996,"['Venda Apartamento 185 m²', '4 Quartos', '4 Suítes', '3 Vagas']",14.449
"EQRSW 7/8, SUDOESTE, BRASILIA",320.000,"['Venda Kitnet 33 m²', '1 Quarto', '1 Suíte', '1 Vaga']",9.696
"QNG 43, TAGUATINGA NORTE, TAGUATINGA",1.100.000,"['Venda Casa 350 m²', '6 Quartos', '4 Suítes', '4 Vagas']",3.142
"SQSW 105, SUDOESTE, BRASILIA",1.060.000,"['Venda Apartamento 78 m²', '2 Quartos', '1 Suíte', '1 Vaga']",13.589
"CSG 3, TAGUATINGA SUL, TAGUATINGA",340.000,"['Venda Apartamento 68 m²', '1 Quarto', '1 Suíte', '1 Vaga']",5.000
"Rua 3B Chacará 38, VICENTE PIRES, VICENTE PIRES",880.000,"['Venda Casa 417 m²', '3 Quartos', '2 Suítes']",2.110
"Agrícola Águas Claras Chacará 56, GUARA I, GUARA",1.290.000,"['Venda Casa Condominio 800 m²', '5 Quartos', '3 Suítes', '5 Vagas']",1.612
"Rua 3 Chacará 94, VICENTE PIRES, VICENTE PIRES",1.200.000,"['Venda Casa 642 m²', '5 Quartos', '3 Suítes', '10 Vagas']",1.869
"CA 02, LAGO NORTE, BRASILIA",364.057,"['Venda Apartamento 30 m²', '1 Quarto', '1 Vaga']",12.135
"Rua 37, NORTE, AGUAS CLARAS",679.000,"['Venda Apartamento 81 m²', '3 Quartos', '1 Suíte', '2 Vagas']",8.382
"SMDB Conjunto 24, LAGO SUL, BRASILIA",3.800.000,"['Venda Casa 500 m²', '4 Quartos', '4 Suítes', '4 Vagas']",7.600
"SGCV Lote 23, PARK SUL, BRASILIA",5.409.526,"['Venda Casa Condominio 545 m²', '4 Quartos', '4 Suítes', '5 Vagas']",9.913
"SQNW 106 Bloco J, NOROESTE, BRASILIA",2.461.960,"['Venda Apartamento 224 m²', '3 Quartos', '1 Suíte', '3 Vagas']",10.957
"Condomínio Ouro Vermelho II, JARDIM BOTANICO, BRASILIA",365.000,['Venda Lote/Terreno 807 m²'],452
"Área Especial 02 Módulo A, GUARA II, GUARA",500.839,"['Venda Apartamento 56 m²', '2 Quartos', '1 Suíte', '2 Vagas']",8.826
"SMPW Quadra 5 Conjunto 12, PARK WAY, BRASILIA",2.699.000,"['Venda Casa Condominio 533 m²', '5 Quartos', '5 Suítes', '5 Vagas']",5.063
"SRTVS Bloco I Lote 14, ASA SUL, BRASILIA",170.000,"['Venda Sala 33 m²', '1 Vaga']",5.151
"Condomínio Ville Montagne, JARDIM BOTANICO, BRASILIA",1.580.000,"['Venda Casa Condominio 360 m²', '4 Quartos', '3 Suítes']",4.388
"Rua 6, VICENTE PIRES, VICENTE PIRES",1.100.000,"['Venda Casa Condominio 400 m²', '3 Quartos', '2 Suítes', '4 Vagas']",2.750
"CRNW 510, NOROESTE, BRASILIA",480.000,"['Venda Apartamento 33 m²', '1 Quarto', '1 Vaga']",14.545
"QE 52 Conjunto I, GUARA II, GUARA",849.000,"['Venda Casa 219 m²', '3 Quartos', '1 Suíte', '2 Vagas']",3.876
"Condomínio Jardim Europa II, GRANDE COLORADO, SOBRADINHO",195.000,"['Venda Apartamento 120 m²', '3 Quartos', '1 Suíte']",1.625
"RODOVIA BR 0020 KM 12,5, ALTO DA BOA VISTA, SOBRADINHO",865.000,"['Venda Casa Condominio 150 m²', '3 Quartos', '1 Suíte', '2 Vagas']",5.766
"Quadra 2, SETOR INDUSTRIAL, GAMA",395.000,"['Venda Apartamento 77 m²', '3 Quartos', '1 Suíte', '1 Vaga']",5.129
"CLN 316, ASA NORTE, BRASILIA",300.000,"['Venda Apartamento 42 m²', '1 Quarto', '1 Suíte']",7.142
"QS 501, SAMAMBAIA SUL, SAMAMBAIA",145.000,"['Venda Apartamento 47 m²', '2 Quartos', '1 Vaga']",3.085
"Rua 6 Chacará 273, VICENTE PIRES, VICENTE PIRES",1.300.000,"['Venda Casa 400 m²', '4 Quartos', '4 Suítes', '4 Vagas']",3.250
"SHIN QI 2, LAGO NORTE, BRASILIA",2.400.000,"['Venda Casa 660 m²', '4 Quartos', '2 Suítes', '6 Vagas']",3.636
"Rua 6 Chacará 277, VICENTE PIRES, VICENTE PIRES",1.100.000,"['Venda Casa 280 m²', '3 Quartos', '2 Suítes', '2 Vagas']",3.928
"CLSW 301 Bloco C, SUDOESTE, BRASILIA",700.000,['Venda Loja 32 m²'],21.875
"Rua 34, NORTE, AGUAS CLARAS",290.000,"['Venda Apartamento 42 m²', '2 Quartos', '1 Vaga']",6.904
"Rua 28, NORTE, AGUAS CLARAS",730.000,"['Venda Apartamento 97 m²', '3 Quartos', '1 Suíte', '2 Vagas']",7.525
"CRS 514 Bloco C, ASA SUL, BRASILIA",420.000,"['Venda Apartamento 59 m²', '2 Quartos', '1 Suíte']",7.068
"SHA Conjunto 6 Chacará 18G, ARNIQUEIRAS, AGUAS CLARAS",499.000,"['Venda Casa 190 m²', '3 Quartos', '2 Suítes', '2 Vagas']",2.626
"SQNW 111 Bloco G, NOROESTE, BRASILIA",2.251.105,"['Venda Apartamento 173 m²', '4 Quartos', '4 Suítes', '3 Vagas']",13.001
"Rua 22, NORTE, AGUAS CLARAS",300.000,"['Venda Sala 34 m²', '1 Vaga']",8.823
"SHIN QL 5 Conjunto 3, LAGO NORTE, BRASILIA",2.700.000,"['Venda Casa 890 m²', '4 Quartos', '4 Suítes', '4 Vagas']",3.033
"SHA Conjunto 4, ARNIQUEIRAS, AGUAS CLARAS",679.000,"['Venda Casa Condominio 120 m²', '4 Quartos', '1 Suíte', '2 Vagas']",5.658
"SHIS QI 26 Chacará s 6 a 11, LAGO SUL, BRASILIA",2.999.999,"['Venda Casa Condominio 400 m²', '3 Quartos', '2 Suítes', '3 Vagas']",7.500
"SQSW 500, SUDOESTE, BRASILIA",3.287.338,"['Venda Apartamento 236 m²', '4 Quartos', '4 Suítes', '4 Vagas']",13.929
"SCRN 712/713 Bloco C, ASA NORTE, BRASILIA",251.969,"['Venda Kitnet 38 m²', '1 Quarto']",6.630
"SMPW Quadra 4, PARK WAY, BRASILIA",1.500.000,"['Venda Casa Condominio 250 m²', '4 Quartos', '4 Suítes', '4 Vagas']",6.000
"SGAN 607, ASA NORTE, BRASILIA",379.000,['Venda Ponto Comercial 29 m²'],13.068
"Condomínio Prive Morada Sul, JARDIM BOTANICO, BRASILIA",440.000,['Venda Lote/Terreno 760 m²'],578
"SGAS 910, ASA SUL, BRASILIA",220.000,"['Venda Kitnet 29 m²', '1 Quarto']",7.586
"Avenida das Castanheiras, NORTE, AGUAS CLARAS",699.990,"['Venda Apartamento 128 m²', '3 Quartos', '1 Suíte', '1 Vaga']",5.468
"Avenida Pau Brasil, SUL, AGUAS CLARAS",552.000,"['Venda Apartamento 69 m²', '3 Quartos', '1 Suíte', '1 Vaga']",8.000
"CA 10, LAGO NORTE, BRASILIA",560.000,"['Venda Apartamento 60 m²', '1 Quarto', '1 Suíte', '1 Vaga']",9.333
"SHIS QL 24, LAGO SUL, BRASILIA",5.970.000,"['Venda Casa 733 m²', '5 Quartos', '5 Suítes', '4 Vagas']",8.142
"QMSW 5, SUDOESTE, BRASILIA",230.000,"['Venda Kitnet 25 m²', '1 Quarto', '1 Vaga']",9.200
"Avenida Sibipiruna, SUL, AGUAS CLARAS",275.000,"['Venda Apartamento 41 m²', '1 Quarto', '1 Vaga']",6.607
"SHIS QI 28, LAGO SUL, BRASILIA",2.325.000,"['Venda Casa 300 m²', '4 Quartos', '4 Suítes', '4 Vagas']",7.750
"Rua 3 Chacará 45, VICENTE PIRES, VICENTE PIRES",740.000,"['Venda Casa Condominio 230 m²', '3 Quartos', '1 Suíte', '1 Vaga']",3.217
"SMT Conjunto 13, TAGUATINGA SUL, TAGUATINGA",1.300.000,"['Venda Casa 650 m²', '6 Quartos', '4 Suítes']",2.000
"CSB 9, TAGUATINGA SUL, TAGUATINGA",510.000,"['Venda Apartamento 92 m²', '3 Quartos', '1 Suíte']",5.543
"Avenida Mangueiral, JARDINS MANGUEIRAL, BRASILIA",275.000,"['Venda Apartamento 58 m²', '2 Quartos']",4.741
"Área Especial para Indústria 10, SOBRADINHO, SOBRADINHO",14.000.000,['Venda Lote/Terreno 10000 m²'],1.400
"Núcleo Rural Incra 6, BRAZLANDIA, BRAZLANDIA",1.900.000,['Venda Lote/Terreno 50000 m²'],38
"Condomínio Chapéu de Pedra, SETOR TORORO, BRASILIA",2.490.000,"['Venda Rural 0,00 ha']",0
"QNP 5 Conjunto J, CEILANDIA NORTE, CEILANDIA",315.000,"['Venda Casa 185 m²', '3 Quartos', '4 Vagas']",1.702
"SMPW Quadra 8, PARK WAY, BRASILIA",2.100.000,"['Venda Casa Condominio 580 m²', '6 Quartos', '4 Suítes', '5 Vagas']",3.620
"Rua Babaçu, SUL, AGUAS CLARAS",610.000,"['Venda Apartamento 82 m²', '2 Quartos', '1 Suíte', '1 Vaga']",7.439
"Rua 10 Chacará 165, VICENTE PIRES, VICENTE PIRES",1.100.000,"['Venda Casa Condominio 400 m²', '3 Quartos', '3 Suítes', '4 Vagas']",2.750
"SQN 110 Bloco I, ASA NORTE, BRASILIA",2.480.000,"['Venda Apartamento 209 m²', '4 Quartos', '3 Suítes', '2 Vagas']",11.866
"SHA Conjunto 5 Chacará 136, ARNIQUEIRAS, AGUAS CLARAS",180.000,"['Venda Casa 130 m²', '3 Quartos', '1 Suíte', '3 Vagas']",1.384
"Colônia Agrícola Bernardo Sayão Chacará 04, GUARA II, GUARA",830.000,"['Venda Casa 350 m²', '4 Quartos', '2 Suítes', '5 Vagas']",2.371
"Condomínio Ouro Vermelho I, JARDIM BOTANICO, BRASILIA",1.900.000,"['Venda Casa Condominio 750 m²', '4 Quartos', '4 Suítes']",2.533
"Quadra 201, SUL, AGUAS CLARAS",500.000,"['Venda Apartamento 75 m²', '2 Quartos', '1 Suíte', '1 Vaga']",6.666
"Rua 24, NORTE, AGUAS CLARAS",285.000,['Venda Loja 27 m²'],10.555
"CNB 01 Lote 13, TAGUATINGA NORTE, TAGUATINGA",250.000,"['Venda Apartamento 70 m²', '2 Quartos', '1 Suíte', '1 Vaga']",3.571
"CA 08, LAGO NORTE, BRASILIA",800.000,"['Venda Apartamento 88 m²', '2 Quartos', '1 Suíte', '1 Vaga']",9.090
"SOBRADINHO DOS MELOS, PARANOA, PARANOA",80.000,"['Venda Rural 0,16 ha']",50
"EQRSW 7/8, SUDOESTE, BRASILIA",680.000,"['Venda Apartamento 68 m²', '2 Quartos', '1 Vaga']",10.000
"Avenida Pau Brasil, SUL, AGUAS CLARAS",149.000,['Venda Sala 28 m²'],5.321
"Condomínio Bela Vista Serrana, NOVA COLINA, SOBRADINHO",550.000,"['Venda Casa 427 m²', '4 Quartos', '3 Suítes', '3 Vagas']",1.288
"SGCV Lote 11, PARK SUL, BRASILIA",240.000,"['Venda Kitnet 27 m²', '1 Quarto', '1 Vaga']",8.888
"Condomínio Quintas do Sol, JARDIM BOTANICO, BRASILIA",1.600.000,"['Venda Casa Condominio 677 m²', '5 Quartos', '5 Suítes', '2 Vagas']",2.363
"QNN 22 Conjunto K, CEILANDIA SUL, CEILANDIA",497.000,"['Venda Casa 255 m²', '5 Quartos', '2 Suítes', '2 Vagas']",1.949
"SQNW 309 Bloco J, NOROESTE, BRASILIA",1.080.000,"['Venda Apartamento 77 m²', '2 Quartos', '2 Suítes', '1 Vaga']",14.025
"QR 206 Conjunto 12, SAMAMBAIA NORTE, SAMAMBAIA",500.000,"['Venda Casa 180 m²', '4 Quartos', '1 Suíte', '4 Vagas']",2.777
"SQN 211 Bloco F, ASA NORTE, BRASILIA",1.800.000,"['Venda Apartamento 197 m²', '2 Quartos', '2 Suítes', '1 Vaga']",9.127
"Condomínio Resid Maxximo Garden, JARDIM BOTANICO, BRASILIA",1.040.000,"['Venda Casa 200 m²', '3 Quartos', '3 Suítes', '2 Vagas']",5.200
"SQSW 104, SUDOESTE, BRASILIA",2.599.000,"['Venda Apartamento 215 m²', '5 Quartos', '5 Suítes', '2 Vagas']",12.088
"Rua 25, SUL, AGUAS CLARAS",985.000,"['Venda Apartamento 118 m²', '4 Quartos', '2 Suítes', '2 Vagas']",8.347
"Rua 4, VICENTE PIRES, VICENTE PIRES",580.000,"['Venda Casa Condominio 200 m²', '3 Quartos', '1 Suíte', '8 Vagas']",2.900
"SMDB Conjunto 12, LAGO SUL, BRASILIA",3.975.000,"['Venda Casa 500 m²', '5 Quartos', '5 Suítes', '4 Vagas']",7.950
"Chacará 36, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",899.000,"['Venda Casa Condominio 330 m²', '6 Quartos', '3 Suítes', '13 Vagas']",2.724
"SHN Quadra 1, ASA NORTE, BRASILIA",300.000,"['Venda Apartamento 28 m²', '1 Quarto', '1 Vaga']",10.714
"Quadra 3 Conjunto B, JARDIM BOTANICO, BRASILIA",780.000,['Venda Lote/Terreno 800 m²'],975
"SGAN 910, ASA NORTE, BRASILIA",310.000,"['Venda Kitnet 30 m²', '1 Quarto', '1 Suíte', '1 Vaga']",10.333
"SAM, PARK SUL, BRASILIA",363.500,"['Venda Apartamento 33 m²', '1 Quarto', '1 Suíte', '1 Vaga']",11.015
"Agrícola Águas Claras Chacará 16, GUARA I, GUARA",1.349.900,"['Venda Casa 400 m²', '3 Quartos', '3 Suítes', '6 Vagas']",3.374
"Rua 1 Chacará 17, VICENTE PIRES, VICENTE PIRES",450.000,"['Venda Casa 190 m²', '4 Quartos', '1 Suíte', '3 Vagas']",2.368
"SGCV Lote 10, PARK SUL, BRASILIA",308.170,"['Venda Apartamento 25 m²', '1 Quarto', '1 Vaga']",11.921
"SHA Conjunto 4 Chacará 54A, ARNIQUEIRAS, AGUAS CLARAS",770.000,"['Venda Casa Condominio 190 m²', '3 Quartos', '2 Suítes', '4 Vagas']",4.052
"QS 1 Rua 212, AREAL, AGUAS CLARAS",1.853.000,['Venda Sala 318 m²'],5.827
"SQNW 306 Bloco H, NOROESTE, BRASILIA",2.441.685,"['Venda Apartamento 194 m²', '4 Quartos', '4 Suítes', '5 Vagas']",12.538
"RODOVIA BR 0020 KM 12,5, ALTO DA BOA VISTA, SOBRADINHO",980.000,"['Venda Casa Condominio 201 m²', '4 Quartos', '4 Suítes', '2 Vagas']",4.875
"SQSW 306 Bloco A, SUDOESTE, BRASILIA",1.370.000,"['Venda Apartamento 112 m²', '3 Quartos', '1 Suíte', '1 Vaga']",12.232
